age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
66, Local-gov, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
29, Self-emp-not-inc, HS-grad,9, Married-spouse-absent, Transport-moving, Other-relative, Asian-Pac-Islander, Male, India, >50K
29, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, Taiwan, <=50K
25, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
62, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
23, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
38, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
49, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
57, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
46, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
37, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
26, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
40, Private, Assoc-voc,11, Separated, Prof-specialty, Other-relative, White, Female, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male, United-States, <=50K
39, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Mexico, <=50K
27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, Iran, <=50K
40, Local-gov, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female, England, >50K
57, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
24, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
30, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
28, Private, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
22, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
31, Private, 7th-8th,4, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States, <=50K
25, Private, 12th,8, Married-civ-spouse, Farming-fishing, Husband, Other, Male, Mexico, <=50K
49, State-gov, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
36, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
41, Private, 5th-6th,3, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female, Mexico, <=50K
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
41, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
29, Local-gov, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
31, Private, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
64, ?, 9th,5, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
55, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, Philippines, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
31, State-gov, 12th,8, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
18, State-gov, 11th,7, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
68, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female, United-States, <=50K
50, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
36, Local-gov, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
44, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
20, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
18, Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
32, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
49, Self-emp-not-inc, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, ?, <=50K
44, Self-emp-not-inc, 12th,8, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Vietnam, <=50K
55, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
21, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
54, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
39, Local-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
52, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
67, ?, 7th-8th,4, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
58, State-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
27, Local-gov, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
66, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
41, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
18, Private, 11th,7, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
58, Private, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male, Mexico, >50K
50, Private, 5th-6th,3, Divorced, Other-service, Not-in-family, White, Male, Cuba, <=50K
31, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
32, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
37, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
33, Local-gov, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
35, State-gov, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
44, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, Mexico, <=50K
26, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male, Mexico, <=50K
48, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
40, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
62, Private, 10th,6, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
37, Private, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
18, Private, 11th,7, Never-married, Sales, Own-child, White, Male, United-States, <=50K
48, Private, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Other, Female, Ecuador, <=50K
45, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
35, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, Cuba, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
53, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
49, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
71, Private, HS-grad,9, Widowed, Sales, Other-relative, White, Female, United-States, <=50K
38, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
39, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
29, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
52, Private, 5th-6th,3, Divorced, Farming-fishing, Unmarried, White, Male, United-States, <=50K
41, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
56, Private, 10th,6, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
26, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
36, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female, United-States, <=50K
58, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
24, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
41, Private, Some-college,10, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
27, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
28, State-gov, Some-college,10, Separated, Exec-managerial, Own-child, White, Male, United-States, <=50K
57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, <=50K
58, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
27, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
36, Private, HS-grad,9, Separated, Sales, Unmarried, Black, Female, United-States, <=50K
68, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
33, Self-emp-inc, HS-grad,9, Widowed, Sales, Unmarried, White, Female, United-States, <=50K
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
26, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
37, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
32, Private, Some-college,10, Never-married, Tech-support, Not-in-family, Black, Male, United-States, <=50K
18, Private, 11th,7, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
50, Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
60, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
34, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
37, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
46, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
21, Private, 11th,7, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male, Dominican-Republic, <=50K
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
47, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
22, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
36, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, El-Salvador, <=50K
33, Private, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male, England, <=50K
53, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, South, <=50K
44, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
55, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
54, Self-emp-not-inc, Some-college,10, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
51, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
31, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
44, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
22, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
43, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
26, State-gov, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
30, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male, United-States, <=50K
30, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
27, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
36, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
25, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Own-child, White, Male, United-States, <=50K
30, Federal-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States, <=50K
46, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, >50K
47, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, >50K
66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
43, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
71, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
36, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
46, ?, HS-grad,9, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Male, Philippines, <=50K
44, Local-gov, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
42, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male, Philippines, >50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
60, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
26, Private, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
24, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
17, ?, 11th,7, Never-married, ?, Own-child, White, Male, United-States, <=50K
45, Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
54, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Female, United-States, <=50K
63, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
22, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
33, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
64, Private, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
50, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
44, Self-emp-not-inc, Assoc-voc,11, Widowed, Prof-specialty, Unmarried, White, Female, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
44, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Vietnam, <=50K
53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
33, Local-gov, HS-grad,9, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
34, Federal-gov, 12th,8, Married-civ-spouse, Armed-Forces, Husband, White, Male, United-States, <=50K
27, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
43, ?, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
80, Self-emp-not-inc, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
31, Private, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, >50K
53, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
58, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
33, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
48, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, Mexico, >50K
23, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States, <=50K
31, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
52, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
24, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
45, Self-emp-not-inc, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
52, Private, 5th-6th,3, Widowed, Other-service, Unmarried, White, Female, Mexico, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
39, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
40, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
28, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
36, Self-emp-inc, 7th-8th,4, Never-married, Craft-repair, Unmarried, Black, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
55, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
71, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
17, Self-emp-inc, 10th,6, Never-married, Sales, Own-child, White, Male, United-States, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
32, Private, Some-college,10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, ?, <=50K
46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
27, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
39, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
40, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
30, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
17, Private, 9th,5, Never-married, Other-service, Unmarried, White, Male, United-States, <=50K
33, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
72, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
34, Federal-gov, Some-college,10, Married-AF-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
65, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male, Cambodia, <=50K
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
32, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male, Mexico, <=50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
31, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
28, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
38, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female, Italy, >50K
34, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
27, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
50, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
47, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
24, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
29, Federal-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
37, Local-gov, Assoc-voc,11, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
42, Private, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
68, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22, Local-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Vietnam, <=50K
72, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
45, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, <=50K
30, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
56, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
25, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
41, Private, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female, Guatemala, <=50K
25, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
31, State-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
55, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, Canada, >50K
46, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
44, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
44, Private, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
28, State-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
42, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
41, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
64, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
